sent_index,sent_txt,pos_seq,metaphor_seq,genre
fpb-fragment01_1086,"As Gilda held out her glass to be refilled , she added reflectively , Although you seem more lonely than horny .","['ADP', 'PROPN', 'VERB', 'PART', 'ADJ', 'NOUN', 'PART', 'VERB', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADV', 'PUNCT', 'ADP', 'PRON', 'VERB', 'ADV', 'ADJ', 'ADP', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",fiction
b1g-fragment02_1093,"Moreover , the advent of low-cost , high-density-storage devices like CD-ROMs may well make substantial data sets available even to those with modest computing power : a CD-ROM , for instance , can hold about 600 megabytes ( i.e. 10&sup6 ; bytes ) , can be reproduced currently for about Ì´å£1 and read on a device costing about Ì´å£400 .","['ADV', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'ADP', 'DET', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'VERB', 'ADV', 'NUM', 'NOUN', 'PUNCT', 'X', 'NUM', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'VERB', 'VERB', 'ADV', 'ADP', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'ADV', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
ahb-fragment51_752,"We want everyone to be licensed , but the Government did n't think it necessary .","['PRON', 'VERB', 'NOUN', 'PART', 'VERB', 'VERB', 'PUNCT', 'CCONJ', 'DET', 'PROPN', 'VERB', 'ADV', 'VERB', 'PRON', 'ADJ', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",news
kbw-fragment42_14782,It does n't matter what ?,"['PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0]",conversation
a1g-fragment26_389,"DOZENS more East German refugees arrived outside the West German embassy yesterday seeking asylum and passage to the West , including some who missed by only a few minutes a train that took more than 800 of their compatriots to West Germany .","['NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'ADV', 'DET', 'ADJ', 'NOUN', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'ADP', 'NUM', 'ADP', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",news
ac2-fragment06_1424,He does n't know the inside track any more than Klepner .,"['PRON', 'VERB', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'DET', 'ADJ', 'ADP', 'PROPN', 'PUNCT']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",fiction
a4d-fragment02_111,"However , Caithness himself stated that this first selection was in no way a definitive list","['ADV', 'PUNCT', 'PROPN', 'PRON', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'DET', 'ADJ', 'NOUN']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",news
kbp-fragment09_3773,You could feel the atmosphere when you were sat in the car .,"['PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADV', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
kbh-fragment02_274,"Catch it , one two three catch it , one two three .","['VERB', 'PRON', 'PUNCT', 'NUM', 'NUM', 'NUM', 'NOUN', 'PRON', 'PUNCT', 'NUM', 'NUM', 'NUM', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
kbp-fragment09_3901,I thought,"['PRON', 'VERB']","[0, 0]",conversation
c8t-fragment01_42,In the centre of the room was a large wooden table holding a stoneware jar of dried flowers .,"['ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",fiction
bpa-fragment14_2179,"Nell would never rest until she could get closer to confirm her worst suspicions , and paradoxically it was the woman in her that provided the intensity of emotion that would let nothing stand in her way .","['PROPN', 'VERB', 'ADV', 'VERB', 'ADP', 'PRON', 'VERB', 'VERB', 'ADJ', 'PART', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",fiction
kbw-fragment04_2632,It 's just that I can actually hear it .,"['PRON', 'VERB', 'ADV', 'ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'PRON', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
a8n-fragment19_320,"Oldham took up the attack again and Barlow , who had a fine match at left-back , totally containing Rocastle , floated in a deep cross beyond Winterburn .","['PROPN', 'VERB', 'PART', 'DET', 'NOUN', 'ADV', 'CCONJ', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'PROPN', 'PUNCT', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",news
ac2-fragment06_1394,"Notwithstanding current problems which they discussed lightly , it had all been wonderful .","['ADP', 'ADJ', 'NOUN', 'ADJ', 'PRON', 'VERB', 'ADV', 'PUNCT', 'PRON', 'VERB', 'DET', 'VERB', 'ADJ', 'PUNCT']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",fiction
ahb-fragment51_705,Property : Do n't let yourself in for trouble Choosing the right agent is essential if you want to rent your property .,"['NOUN', 'PUNCT', 'VERB', 'ADV', 'VERB', 'PRON', 'PART', 'ADP', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'ADP', 'PRON', 'VERB', 'PART', 'VERB', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",news
b1g-fragment02_1532,"First , attention should be drawn to the new directive from the Department of Health to regional and district health authorities to review the health of the population .","['ADV', 'PUNCT', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'ADP', 'ADJ', 'CCONJ', 'NOUN', 'NOUN', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
as6-fragment02_387,"But the concern with overcoming political marginality remained on the sidelines of the main public debate because it questioned the perception of the rioters as driven by irrational , uncivilized , and criminal instincts .","['CCONJ', 'DET', 'NOUN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'ADP', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
kbw-fragment11_4197,And she said he has to go trotting to Exeter two or three times a week now .,"['CCONJ', 'PRON', 'VERB', 'PRON', 'VERB', 'PART', 'VERB', 'VERB', 'ADP', 'PROPN', 'NUM', 'CCONJ', 'NUM', 'NOUN', 'DET', 'NOUN', 'ADV', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
ccw-fragment03_1671,He glanced at the paint pot and brush that I was still holding .,"['PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'PRON', 'VERB', 'ADV', 'VERB', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
b1g-fragment02_1061,No other data collection methodology obviates the short distance variation in data sets induced by variations in data collection and aggregation methodology typically encountered between adjacent nation states .,"['DET', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADV', 'VERB', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
b1g-fragment02_1018,"The unavoidable reliance upon existing data sets led to many problems due to non-harmonization even of commonly used variables , e.g. eight different definitions of potential evapo-transpiration were in use in the Member States and maximum temperature at each weather station was defined in at least four different ways ;","['DET', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADV', 'ADP', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'ADV', 'NUM', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADP', 'ADV', 'ADV', 'NUM', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
ahf-fragment24_586,"Meadowell has even discovered a new martyr in the shape of one Willy Hunter , a local hard nut awaiting trial for murder , and allegedly the victim of a police frame-up .","['PROPN', 'VERB', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",news
kbd-fragment07_2293,Oh I need some,"['INTJ', 'PRON', 'VERB', 'DET']","[0, 0, 0, 0]",conversation
kbw-fragment04_2468,Why they keep on making new bulbs ?,"['ADV', 'PRON', 'VERB', 'PART', 'VERB', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 1, 1, 1, 0, 0, 0]",conversation
kbh-fragment02_159,What else do I need ?,"['NOUN', 'ADV', 'VERB', 'PRON', 'VERB', 'PUNCT']","[0, 0, 0, 0, 0, 0]",conversation
kbw-fragment11_4112,I 've told you what we 're gon na for Christopher have n't I ?,"['PRON', 'VERB', 'VERB', 'PRON', 'NOUN', 'PRON', 'VERB', 'VERB', 'ADP', 'ADP', 'PROPN', 'VERB', 'ADV', 'PRON', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
kbc-fragment13_5876,Well well he has n't got a father so he regards you does n't he ?,"['INTJ', 'INTJ', 'PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'PRON', 'PUNCT']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",conversation
ab9-fragment03_1014,"Francis Morgan stood and stared at them , and even before the man stepped forward steadily , hand extended , mouth opening to speak , he understood who they were and what they had come to tell him .","['PROPN', 'PROPN', 'VERB', 'CCONJ', 'VERB', 'ADP', 'PRON', 'PUNCT', 'CCONJ', 'ADV', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV', 'ADV', 'PUNCT', 'NOUN', 'VERB', 'PUNCT', 'NOUN', 'NOUN', 'PART', 'VERB', 'PUNCT', 'PRON', 'VERB', 'NOUN', 'PRON', 'VERB', 'CCONJ', 'NOUN', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'PRON', 'PUNCT']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
fpb-fragment01_1215,The doorbell sounded .,"['DET', 'NOUN', 'VERB', 'PUNCT']","[0, 0, 0, 0]",fiction
kbp-fragment09_3673,I thought it would be,"['PRON', 'VERB', 'PRON', 'VERB', 'VERB']","[0, 0, 0, 0, 0]",conversation
ac2-fragment06_1469,The only thing you can be sure of is that US interest will always come first .,"['DET', 'ADJ', 'NOUN', 'PRON', 'VERB', 'VERB', 'ADJ', 'ADP', 'VERB', 'ADP', 'PROPN', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADV', 'PUNCT']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",fiction
alp-fragment01_94,Probably the best illustration of the assisting method in action during the course comes in the fifth session when Somerset practitioners take the logic of working with the problem in the community to its ultimate conclusion .,"['ADV', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADV', 'PROPN', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",academic
ab9-fragment03_1013,"The man , a stocky , greying fifty-year-old in a navy raincoat over a suit , his hair cut short , was attended by a uniformed policewoman , hair smartly set under the cap , her eyes watchful in the wide , flat , placid face , and both of them were standing square and stolid .","['DET', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'PUNCT', 'VERB', 'PUNCT', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'PUNCT', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'ADP', 'PRON', 'VERB', 'VERB', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",fiction
g0l-fragment01_48,"Sorge looked round the table , saw their undisguised curiosity .","['NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
ea7-fragment03_836,They offered opportunities for men of skill to acquire great position in the world Arnoul of Ardres caught the eye of Countess Ida of Boulogne through his exploits ; and they also conferred lustre on the great Geoffrey le Bel and Philip of Alsace were throughout France for their distinguished performances in these show battles .,"['PRON', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PART', 'VERB', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'ADV', 'VERB', 'NOUN', 'ADP', 'DET', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'ADP', 'PROPN', 'VERB', 'ADP', 'PROPN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",academic
ahb-fragment51_725,"Last week he promised to supply us with a written explanation of the way his company had treated Debbie , but it never arrived .","['ADJ', 'NOUN', 'PRON', 'VERB', 'PART', 'VERB', 'PRON', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'PROPN', 'PUNCT', 'CCONJ', 'PRON', 'ADV', 'VERB', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",news
kbw-fragment17_5989,Cos we 've got the AGM in two weeks time,"['ADP', 'PRON', 'VERB', 'VERB', 'DET', 'PROPN', 'ADP', 'NUM', 'NOUN', 'NOUN']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",conversation
kbc-fragment13_6004,Well I reckon she lived er a couple of years after the stroke Gordon .,"['INTJ', 'PRON', 'VERB', 'PRON', 'VERB', 'INTJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'PUNCT']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",conversation
kbp-fragment09_3851,"But now yeah it took him a while to calm down but he 's a very nice fellow now , very nice chap .","['CCONJ', 'ADV', 'INTJ', 'PRON', 'VERB', 'PRON', 'DET', 'NOUN', 'PART', 'VERB', 'PART', 'CCONJ', 'PRON', 'VERB', 'DET', 'ADV', 'ADJ', 'NOUN', 'ADV', 'PUNCT', 'ADV', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
kbp-fragment09_4105,"Drawing , oh well !","['NOUN', 'PUNCT', 'INTJ', 'INTJ', 'PUNCT']","[1, 0, 0, 0, 0]",conversation
kcf-fragment14_1283,"Yeah but , I mean , people are allowed now to put their own in are n't they ?","['INTJ', 'CCONJ', 'PUNCT', 'PRON', 'VERB', 'PUNCT', 'NOUN', 'VERB', 'VERB', 'ADV', 'PART', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADV', 'PRON', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
al0-fragment06_184,"Since 1986 Rytasha has broken awayfrom her guru and set up on her own with a charity called Food Relief International , which raises money from the fiercely competitive matrons of Palm Beach and distributes it to the starving people of Bangladesh .","['ADP', 'NUM', 'PROPN', 'VERB', 'VERB', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'PART', 'ADP', 'ADJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'ADJ', 'VERB', 'NOUN', 'ADP', 'DET', 'ADV', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'CCONJ', 'VERB', 'PRON', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",news
ea7-fragment03_820,"A royal banner now bestowed respectability on a cause ; kings ' wars were assumed to be for the sake of peace , even when cripplingly expensive and increasingly savage .","['DET', 'ADJ', 'NOUN', 'ADV', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PART', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'ADV', 'ADJ', 'CCONJ', 'ADV', 'ADJ', 'PUNCT']","[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",academic
cdb-fragment02_456,"The house that when he first saw it had seemed to float on a raft of golden mist , now lay in a wilderness , amidst ragged grass and straggling bushes and trees dead from the heat .","['DET', 'NOUN', 'ADJ', 'ADV', 'PRON', 'ADV', 'VERB', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",fiction
crs-fragment01_6,This chapter is an account of the way they perceived attempts to develop integrated provision for under fives and the barriers in attitudes and systems which were encountered .,"['DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'NOUN', 'PART', 'VERB', 'ADJ', 'NOUN', 'ADP', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'VERB', 'VERB', 'PUNCT']","[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",academic
as6-fragment01_12,"The 1964 Labour Government was elected on a tide of impatience at the slackening pace of social reform , but also of optimism that little more than economic growth , fuelled by technological change , was needed to remove the main causes of urban deprivation ( MacGregor , 1981 ) .","['DET', 'NUM', 'PROPN', 'PROPN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'ADP', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'VERB', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
fpb-fragment01_1180,"After being given clearance to land , Miranda , following her instructor 's directions , started her approach ; she throttled back to reduce speed and control her descent as she flew towards the threshold the point just before she intended to touch down .","['ADP', 'VERB', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'PART', 'NOUN', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'PART', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'ADP', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADV', 'ADP', 'PRON', 'VERB', 'PART', 'VERB', 'PART', 'PUNCT']","[1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
cb5-fragment02_3376,I promise .,"['PRON', 'VERB', 'PUNCT']","[0, 0, 0]",fiction
