sent_index,sent_txt,pos_seq,metaphor_seq,genre,sent_txt_tokenized,sent_bert_tokens,sent_txt_tokenized_bert,BIO_seq,split
academic_24_v.4.txt_0004,就连象声词所模仿的声音也是主观上取其近似，带有任意性的。,"['d', 'u', 'n', 'n', 'v', 'u', 'n', 'c', 'v', 'a', 'f', 'v', 'r', 'a', 'w', 'v', 'd', 'ng', 'u', 'ew']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",Academic,"['就', '连', '象声词', '所', '模仿', '的', '声音', '也', '是', '主观', '上', '取', '其', '近似', '，', '带有', '任意', '性', '的', '。']","['就', '连', '象', '声', '词', '所', '模', '仿', '的', '声', '音', '也', '是', '主', '观', '上', '取', '其', '近', '似', '，', '带', '有', '任', '意', '性', '的', '。']","[['就'], ['连'], ['象', '声', '词'], ['所'], ['模', '仿'], ['的'], ['声', '音'], ['也'], ['是'], ['主', '观'], ['上'], ['取'], ['其'], ['近', '似'], ['，'], ['带', '有'], ['任', '意'], ['性'], ['的'], ['。']]","[['O'], ['O'], ['O', 'O', 'O'], ['O'], ['B', 'I'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['B'], ['B'], ['O'], ['O', 'O'], ['O'], ['B', 'I'], ['O', 'O'], ['O'], ['O'], ['O']]",train
fiction_18_v.4.txt_0021,＂以前你经常到这儿游泳吗？＂,"['w', 'f', 'r', 'd', 'v', 'r', 'v', 'y', 'ew', 'w']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['＂', '以前', '你', '经常', '到', '这儿', '游泳', '吗', '？', '＂']","['＂', '以', '前', '你', '经', '常', '到', '这', '儿', '游', '泳', '吗', '？', '＂']","[['＂'], ['以', '前'], ['你'], ['经', '常'], ['到'], ['这', '儿'], ['游', '泳'], ['吗'], ['？'], ['＂']]","[['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O']]",train
academic_19_v.4.txt_0008,这件影响世界历史进程的大事的主要内容就是＂因信称义＂，即要以《圣经》为信仰的最高准绳，摒弃神职人员的中介直接与上帝相通。,"['r', 'q', 'v', 'n', 'n', 'n', 'u', 'n', 'u', 'b', 'n', 'v', 'w', 'p', 'n', 'v', 'ng', 'w', 'w', 'd', 'v', 'p', 'w', 'n', 'w', 'p', 'n', 'u', 'a', 'n', 'w', 'v', 'l', 'u', 'n', 'ad', 'p', 'n', 'v', 'ew']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",Academic,"['这', '件', '影响', '世界', '历史', '进程', '的', '大事', '的', '主要', '内容', '就是', '＂', '因', '信', '称', '义', '＂', '，', '即', '要', '以', '《', '圣经', '》', '为', '信仰', '的', '最高', '准绳', '，', '摒弃', '神职人员', '的', '中介', '直接', '与', '上帝', '相通', '。']","['这', '件', '影', '响', '世', '界', '历', '史', '进', '程', '的', '大', '事', '的', '主', '要', '内', '容', '就', '是', '＂', '因', '信', '称', '义', '＂', '，', '即', '要', '以', '《', '圣', '经', '》', '为', '信', '仰', '的', '最', '高', '准', '绳', '，', '摒', '弃', '神', '职', '人', '员', '的', '中', '介', '直', '接', '与', '上', '帝', '相', '通', '。']","[['这'], ['件'], ['影', '响'], ['世', '界'], ['历', '史'], ['进', '程'], ['的'], ['大', '事'], ['的'], ['主', '要'], ['内', '容'], ['就', '是'], ['＂'], ['因'], ['信'], ['称'], ['义'], ['＂'], ['，'], ['即'], ['要'], ['以'], ['《'], ['圣', '经'], ['》'], ['为'], ['信', '仰'], ['的'], ['最', '高'], ['准', '绳'], ['，'], ['摒', '弃'], ['神', '职', '人', '员'], ['的'], ['中', '介'], ['直', '接'], ['与'], ['上', '帝'], ['相', '通'], ['。']]","[['B'], ['B'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['B'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['B', 'I'], ['B', 'I'], ['O'], ['O', 'O'], ['O', 'O', 'O', 'O'], ['O'], ['B', 'I'], ['O', 'O'], ['O'], ['O', 'O'], ['B', 'I'], ['O']]",train
academic_17_v.4.txt_0062,据可靠的历史记载：意大利在公元１１５４年、德国在公元１２２８年、英国在公元１３０９年才晓得有纸。,"['p', 'a', 'u', 'n', 'vn', 'w', 'ns', 'p', 'n', 't', 'w', 'ns', 'p', 'n', 't', 'w', 'ns', 'p', 'n', 't', 'd', 'v', 'v', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",Academic,"['据', '可靠', '的', '历史', '记载', '：', '意大利', '在', '公元', '１１５４年', '、', '德国', '在', '公元', '１２２８年', '、', '英国', '在', '公元', '１３０９年', '才', '晓得', '有', '纸', '。']","['据', '可', '靠', '的', '历', '史', '记', '载', '：', '意', '大', '利', '在', '公', '元', '１１', '##５', '##４', '年', '、', '德', '国', '在', '公', '元', '１２', '##２', '##８', '年', '、', '英', '国', '在', '公', '元', '１３', '##０', '##９', '年', '才', '晓', '得', '有', '纸', '。']","[['据'], ['可', '靠'], ['的'], ['历', '史'], ['记', '载'], ['：'], ['意', '大', '利'], ['在'], ['公', '元'], ['１１', '##５', '##４', '年'], ['、'], ['德', '国'], ['在'], ['公', '元'], ['１２', '##２', '##８', '年'], ['、'], ['英', '国'], ['在'], ['公', '元'], ['１３', '##０', '##９', '年'], ['才'], ['晓', '得'], ['有'], ['纸'], ['。']]","[['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O', 'O'], ['B'], ['O', 'O'], ['O', 'O', 'O', 'O'], ['O'], ['O', 'O'], ['B'], ['O', 'O'], ['O', 'O', 'O', 'O'], ['O'], ['O', 'O'], ['B'], ['O', 'O'], ['O', 'O', 'O', 'O'], ['O'], ['B', 'I'], ['O'], ['O'], ['O']]",train
news_16_v.4.txt_0030,今年，黑龙江省从省政府到这些企业所在地区的政府，进一步完善和强化了保证政策，政府专门为这些企业建立档案，实行单独统计，单独考核，重点调度；,"['t', 'w', 'ns', 'p', 'n', 'v', 'r', 'n', 'n', 'n', 'u', 'n', 'w', 'd', 'v', 'c', 'v', 'u', 'n', 'n', 'w', 'n', 'd', 'p', 'r', 'n', 'v', 'n', 'w', 'v', 'd', 'v', 'w', 'd', 'v', 'w', 'n', 'vn', 'ew']","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['今年', '，', '黑龙江省', '从', '省政府', '到', '这些', '企业', '所在', '地区', '的', '政府', '，', '进一步', '完善', '和', '强化', '了', '保证', '政策', '，', '政府', '专门', '为', '这些', '企业', '建立', '档案', '，', '实行', '单独', '统计', '，', '单独', '考核', '，', '重点', '调度', '；']","['今', '年', '，', '黑', '龙', '江', '省', '从', '省', '政', '府', '到', '这', '些', '企', '业', '所', '在', '地', '区', '的', '政', '府', '，', '进', '一', '步', '完', '善', '和', '强', '化', '了', '保', '证', '政', '策', '，', '政', '府', '专', '门', '为', '这', '些', '企', '业', '建', '立', '档', '案', '，', '实', '行', '单', '独', '统', '计', '，', '单', '独', '考', '核', '，', '重', '点', '调', '度', '；']","[['今', '年'], ['，'], ['黑', '龙', '江', '省'], ['从'], ['省', '政', '府'], ['到'], ['这', '些'], ['企', '业'], ['所', '在'], ['地', '区'], ['的'], ['政', '府'], ['，'], ['进', '一', '步'], ['完', '善'], ['和'], ['强', '化'], ['了'], ['保', '证'], ['政', '策'], ['，'], ['政', '府'], ['专', '门'], ['为'], ['这', '些'], ['企', '业'], ['建', '立'], ['档', '案'], ['，'], ['实', '行'], ['单', '独'], ['统', '计'], ['，'], ['单', '独'], ['考', '核'], ['，'], ['重', '点'], ['调', '度'], ['；']]","[['O', 'O'], ['O'], ['O', 'O', 'O', 'O'], ['B'], ['O', 'O', 'O'], ['B'], ['B', 'I'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O', 'O'], ['O', 'O'], ['O'], ['B', 'I'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['B', 'I'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O']]",train
fiction_02_v.4.txt_0049,我还以为，或我宁肯以为她不过是在懈怠自己。,"['r', 'd', 'v', 'w', 'c', 'r', 'd', 'v', 'r', 'd', 'v', 'u', 'a', 'r', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",Fiction,"['我', '还', '以为', '，', '或', '我', '宁肯', '以为', '她', '不过', '是', '在', '懈怠', '自己', '。']","['我', '还', '以', '为', '，', '或', '我', '宁', '肯', '以', '为', '她', '不', '过', '是', '在', '懈', '怠', '自', '己', '。']","[['我'], ['还'], ['以', '为'], ['，'], ['或'], ['我'], ['宁', '肯'], ['以', '为'], ['她'], ['不', '过'], ['是'], ['在'], ['懈', '怠'], ['自', '己'], ['。']]","[['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['B', 'I'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O']]",train
news_19_v.4.txt_0013,看上去酱汁饱满、辣椒末和芝麻似的配料新鲜诱人。,"['v', 'n', 'ng', 'a', 'w', 'n', 'ng', 'c', 'n', 'u', 'n', 'a', 'a', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['看上去', '酱', '汁', '饱满', '、', '辣椒', '末', '和', '芝麻', '似的', '配料', '新鲜', '诱人', '。']","['看', '上', '去', '酱', '汁', '饱', '满', '、', '辣', '椒', '末', '和', '芝', '麻', '似', '的', '配', '料', '新', '鲜', '诱', '人', '。']","[['看', '上', '去'], ['酱'], ['汁'], ['饱', '满'], ['、'], ['辣', '椒'], ['末'], ['和'], ['芝', '麻'], ['似', '的'], ['配', '料'], ['新', '鲜'], ['诱', '人'], ['。']]","[['O', 'O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O']]",train
fiction_16_v.4.txt_0027,没有人给少平送行。,"['v', 'n', 'p', 'nr', 'v', 'ew']","[0, 0, 0, 0, 0, 0]",Fiction,"['没有', '人', '给', '少平', '送行', '。']","['没', '有', '人', '给', '少', '平', '送', '行', '。']","[['没', '有'], ['人'], ['给'], ['少', '平'], ['送', '行'], ['。']]","[['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O']]",train
fiction_18_v.4.txt_0036,她的姿式活泼而又优美。,"['r', 'u', 'n', 'a', 'c', 'd', 'a', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['她', '的', '姿式', '活泼', '而', '又', '优美', '。']","['她', '的', '姿', '式', '活', '泼', '而', '又', '优', '美', '。']","[['她'], ['的'], ['姿', '式'], ['活', '泼'], ['而'], ['又'], ['优', '美'], ['。']]","[['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O']]",train
news_14_v.4.txt_0056,刚说到这里，施工负责人来找校长，说要赶紧解决一些竹帘，不然就要停工待料了，校长有点无可奈何的样子。,"['d', 'v', 'v', 'r', 'w', 'vn', 'n', 'v', 'v', 'n', 'w', 'v', 'v', 'd', 'v', 'm', 'n', 'w', 'c', 'd', 'v', 'v', 'n', 'y', 'w', 'n', 'd', 'i', 'u', 'n', 'ew']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",News,"['刚', '说', '到', '这里', '，', '施工', '负责人', '来', '找', '校长', '，', '说', '要', '赶紧', '解决', '一些', '竹帘', '，', '不然', '就要', '停工', '待', '料', '了', '，', '校长', '有点', '无可奈何', '的', '样子', '。']","['刚', '说', '到', '这', '里', '，', '施', '工', '负', '责', '人', '来', '找', '校', '长', '，', '说', '要', '赶', '紧', '解', '决', '一', '些', '竹', '帘', '，', '不', '然', '就', '要', '停', '工', '待', '料', '了', '，', '校', '长', '有', '点', '无', '可', '奈', '何', '的', '样', '子', '。']","[['刚'], ['说'], ['到'], ['这', '里'], ['，'], ['施', '工'], ['负', '责', '人'], ['来'], ['找'], ['校', '长'], ['，'], ['说'], ['要'], ['赶', '紧'], ['解', '决'], ['一', '些'], ['竹', '帘'], ['，'], ['不', '然'], ['就', '要'], ['停', '工'], ['待'], ['料'], ['了'], ['，'], ['校', '长'], ['有', '点'], ['无', '可', '奈', '何'], ['的'], ['样', '子'], ['。']]","[['O'], ['O'], ['B'], ['B', 'I'], ['O'], ['O', 'O'], ['O', 'O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O', 'O', 'O'], ['O'], ['B', 'I'], ['O']]",train
news_06_v.4.txt_0002,新华社北京９月１４日电（记者陆国元、张伟弟、周正平）记者最近在华东沿海对百家＂三资＂企业进行的一次调查表明，尽管大多数外商对大陆＂单调＂、＂枯燥＂的业余生活有所抱怨，但９０％以上的外方伙伴对在华投资的前景表示乐观。,"['nt', 'ns', 't', 't', 'n', 'w', 'n', 'nr', 'nr', 'w', 'nr', 'nr', 'w', 'nr', 'nr', 'w', 'n', 't', 'p', 'ns', 's', 'p', 'm', 'q', 'w', 'j', 'w', 'n', 'v', 'u', 'm', 'q', 'vn', 'v', 'w', 'c', 'm', 'n', 'p', 'n', 'w', 'a', 'w', 'w', 'w', 'a', 'w', 'u', 'b', 'n', 'v', 'v', 'w', 'c', 'm', 'f', 'u', 'n', 'n', 'p', 'p', 'j', 'v', 'u', 'n', 'v', 'an', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",News,"['新华社', '北京', '９月', '１４日', '电', '（', '记者', '陆', '国元', '、', '张', '伟弟', '、', '周', '正平', '）', '记者', '最近', '在', '华东', '沿海', '对', '百', '家', '＂', '三资', '＂', '企业', '进行', '的', '一', '次', '调查', '表明', '，', '尽管', '大多数', '外商', '对', '大陆', '＂', '单调', '＂', '、', '＂', '枯燥', '＂', '的', '业余', '生活', '有所', '抱怨', '，', '但', '９０％', '以上', '的', '外方', '伙伴', '对', '在', '华', '投资', '的', '前景', '表示', '乐观', '。']","['新', '华', '社', '北', '京', '９', '月', '１４', '日', '电', '（', '记', '者', '陆', '国', '元', '、', '张', '伟', '弟', '、', '周', '正', '平', '）', '记', '者', '最', '近', '在', '华', '东', '沿', '海', '对', '百', '家', '＂', '三', '资', '＂', '企', '业', '进', '行', '的', '一', '次', '调', '查', '表', '明', '，', '尽', '管', '大', '多', '数', '外', '商', '对', '大', '陆', '＂', '单', '调', '＂', '、', '＂', '枯', '燥', '＂', '的', '业', '余', '生', '活', '有', '所', '抱', '怨', '，', '但', '９', '##０', '％', '以', '上', '的', '外', '方', '伙', '伴', '对', '在', '华', '投', '资', '的', '前', '景', '表', '示', '乐', '观', '。']","[['新', '华', '社'], ['北', '京'], ['９', '月'], ['１４', '日'], ['电'], ['（'], ['记', '者'], ['陆'], ['国', '元'], ['、'], ['张'], ['伟', '弟'], ['、'], ['周'], ['正', '平'], ['）'], ['记', '者'], ['最', '近'], ['在'], ['华', '东'], ['沿', '海'], ['对'], ['百'], ['家'], ['＂'], ['三', '资'], ['＂'], ['企', '业'], ['进', '行'], ['的'], ['一'], ['次'], ['调', '查'], ['表', '明'], ['，'], ['尽', '管'], ['大', '多', '数'], ['外', '商'], ['对'], ['大', '陆'], ['＂'], ['单', '调'], ['＂'], ['、'], ['＂'], ['枯', '燥'], ['＂'], ['的'], ['业', '余'], ['生', '活'], ['有', '所'], ['抱', '怨'], ['，'], ['但'], ['９', '##０', '％'], ['以', '上'], ['的'], ['外', '方'], ['伙', '伴'], ['对'], ['在'], ['华'], ['投', '资'], ['的'], ['前', '景'], ['表', '示'], ['乐', '观'], ['。']]","[['O', 'O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['B', 'I'], ['O'], ['O', 'O'], ['O', 'O', 'O'], ['O', 'O'], ['B'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O', 'O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['B'], ['O'], ['O'], ['O', 'O'], ['O'], ['B', 'I'], ['O', 'O'], ['O', 'O'], ['O']]",train
news_17_v.4.txt_0026,香港钻禧队是由香港五支甲级队中挑选出的优秀队员组成，其中有多名外籍球员。,"['ns', 'nt', 'a', 'd', 'ns', 'm', 'q', 'b', 'n', 'f', 'v', 'v', 'u', 'a', 'n', 'n', 'w', 'r', 'v', 'm', 'q', 'n', 'n', 'ew']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['香港', '钻禧队', '是', '由', '香港', '五', '支', '甲级', '队', '中', '挑选', '出', '的', '优秀', '队员', '组成', '，', '其中', '有', '多', '名', '外籍', '球员', '。']","['香', '港', '钻', '禧', '队', '是', '由', '香', '港', '五', '支', '甲', '级', '队', '中', '挑', '选', '出', '的', '优', '秀', '队', '员', '组', '成', '，', '其', '中', '有', '多', '名', '外', '籍', '球', '员', '。']","[['香', '港'], ['钻', '禧', '队'], ['是'], ['由'], ['香', '港'], ['五'], ['支'], ['甲', '级'], ['队'], ['中'], ['挑', '选'], ['出'], ['的'], ['优', '秀'], ['队', '员'], ['组', '成'], ['，'], ['其', '中'], ['有'], ['多'], ['名'], ['外', '籍'], ['球', '员'], ['。']]","[['O', 'O'], ['O', 'O', 'O'], ['O'], ['B'], ['O', 'O'], ['O'], ['B'], ['O', 'O'], ['O'], ['B'], ['O', 'O'], ['B'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O']]",train
news_15_v.4.txt_0103,记者无意中瞥见交通岗亭上印着一行字：＂首都最佳交通岗。＂,"['n', 'v', 'f', 'v', 'n', 'n', 'f', 'v', 'u', 'n', 'n', 'w', 'w', 'n', 'z', 'n', 'ew', 'w']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['记者', '无意', '中', '瞥见', '交通', '岗亭', '上', '印', '着', '一行', '字', '：', '＂', '首都', '最佳', '交通岗', '。', '＂']","['记', '者', '无', '意', '中', '瞥', '见', '交', '通', '岗', '亭', '上', '印', '着', '一', '行', '字', '：', '＂', '首', '都', '最', '佳', '交', '通', '岗', '。', '＂']","[['记', '者'], ['无', '意'], ['中'], ['瞥', '见'], ['交', '通'], ['岗', '亭'], ['上'], ['印'], ['着'], ['一', '行'], ['字'], ['：'], ['＂'], ['首', '都'], ['最', '佳'], ['交', '通', '岗'], ['。'], ['＂']]","[['O', 'O'], ['O', 'O'], ['B'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O', 'O'], ['O'], ['O']]",train
fiction_12_v.4.txt_0091,赶走老猫后，发现它竟然只受了点轻伤，而邻居家说老猫被啄瞎了一只眼!,"['v', 'a', 'n', 'f', 'w', 'v', 'r', 'd', 'd', 'v', 'u', 'm', 'n', 'w', 'c', 'n', 'n', 'v', 'a', 'n', 'p', 'v', 'v', 'u', 'm', 'q', 'n', 'ew']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['赶走', '老', '猫', '后', '，', '发现', '它', '竟然', '只', '受', '了', '点', '轻伤', '，', '而', '邻居', '家', '说', '老', '猫', '被', '啄', '瞎', '了', '一', '只', '眼', '!']","['赶', '走', '老', '猫', '后', '，', '发', '现', '它', '竟', '然', '只', '受', '了', '点', '轻', '伤', '，', '而', '邻', '居', '家', '说', '老', '猫', '被', '啄', '瞎', '了', '一', '只', '眼', '!']","[['赶', '走'], ['老'], ['猫'], ['后'], ['，'], ['发', '现'], ['它'], ['竟', '然'], ['只'], ['受'], ['了'], ['点'], ['轻', '伤'], ['，'], ['而'], ['邻', '居'], ['家'], ['说'], ['老'], ['猫'], ['被'], ['啄'], ['瞎'], ['了'], ['一'], ['只'], ['眼'], ['!']]","[['O', 'O'], ['O'], ['O'], ['B'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O']]",train
news_05_v.4.txt_0062,他春风满面地告诉记者：＂长岭阿里斯顿＂同＂雪花＂有缘。,"['r', 'i', 'u', 'v', 'n', 'w', 'w', 'ns', 'w', 'p', 'w', 'nz', 'w', 'v', 'ng', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['他', '春风满面', '地', '告诉', '记者', '：', '＂', '长岭阿里斯顿', '＂', '同', '＂', '雪花', '＂', '有', '缘', '。']","['他', '春', '风', '满', '面', '地', '告', '诉', '记', '者', '：', '＂', '长', '岭', '阿', '里', '斯', '顿', '＂', '同', '＂', '雪', '花', '＂', '有', '缘', '。']","[['他'], ['春', '风', '满', '面'], ['地'], ['告', '诉'], ['记', '者'], ['：'], ['＂'], ['长', '岭', '阿', '里', '斯', '顿'], ['＂'], ['同'], ['＂'], ['雪', '花'], ['＂'], ['有'], ['缘'], ['。']]","[['O'], ['O', 'O', 'O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O', 'O', 'O', 'O', 'O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O']]",train
fiction_14_v.4.txt_0105,伊甸园是什么？,"['n', 'v', 'r', 'ew']","[0, 0, 0, 0]",Fiction,"['伊甸园', '是', '什么', '？']","['伊', '甸', '园', '是', '什', '么', '？']","[['伊', '甸', '园'], ['是'], ['什', '么'], ['？']]","[['O', 'O', 'O'], ['O'], ['O', 'O'], ['O']]",train
academic_21_v.4.txt_0051,市场经济的建立，市场观念、价值观念、竞争意识随之强化。,"['n', 'u', 'vn', 'w', 'n', 'n', 'w', 'n', 'n', 'w', 'vn', 'n', 'd', 'v', 'ew']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Academic,"['市场经济', '的', '建立', '，', '市场', '观念', '、', '价值', '观念', '、', '竞争', '意识', '随之', '强化', '。']","['市', '场', '经', '济', '的', '建', '立', '，', '市', '场', '观', '念', '、', '价', '值', '观', '念', '、', '竞', '争', '意', '识', '随', '之', '强', '化', '。']","[['市', '场', '经', '济'], ['的'], ['建', '立'], ['，'], ['市', '场'], ['观', '念'], ['、'], ['价', '值'], ['观', '念'], ['、'], ['竞', '争'], ['意', '识'], ['随', '之'], ['强', '化'], ['。']]","[['O', 'O', 'O', 'O'], ['O'], ['B', 'I'], ['O'], ['B', 'I'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['B', 'I'], ['O']]",train
